sentence1,label
The 4K screen is beautiful and very responsive.,0
That's plenty fast for the typical user,0
The back panel u unscrews and comes off for easy access unlike many other laptops.,0
"Looks great, works great, is lightweight and portable, and gets the job done.",0
The top of the track pad has a gap,0
RGB is cool and very easy to customize with the included Acer app.,0
"The battery last a long time, it was several hours watching Saturday westerns before he asked for a charge.",0
the fit and finish of the laptop seems pretty nice.,0
The labels on the keyboard wont come off and will ruin the whole laptop usage as your hands will stick and it wont come off.,0
They responds with their generic emails and never answer my question or help me.,0
Armoury Crate software took a few minutes to get acclimated with to adjust the lighting effects and color for the RGB keyboard.,0
"a case that has plenty of available drive bays, allowing you to add more hard drives or solid-state drives in the future.",1
"The screen bezel is super-thin, yet they managed to fit a camera on the tip edge.",0
AMDs APU combined with the 2-1 format provides a great mixture of speed and versatility.,0
it is very slim and light and extremely portable,0
loads pretty quick and runs the programs I need pretty smoothly.,0
a small light leak on the corner of the screen,0
"This is worth every penny a gaming laptop under $1,000.",0
This laptop is fast and very responsive though it takes awhile getting it there so make sure you go through the Windows 10 settings with an fine toothed comb.,0
it’s a fast and well built gaming laptop.,0
the graphics seems to not be compatible with any version of Photoshop,0
Color Quality is great and can change the tones of the screen with the MSI Center.,0
The connection was always lose and prone to falling out or being bumped and damaged.,0
"this was probably a motherboard melting down, or some other small and unusual mechanical failure.",0
I can't figure out is how to change the keyboard from breathing lights to a solid color lol,0
the laptop connected to a power source in order to run at a good frame rate for most games!,0
I have a single pixel that is a bright green all the time,0
It arrived with a split in the wire loom that exposes the wires running through the cord.,0
"I was impressed with the shipping packaging, as it allowed the laptop to arrive undamaged even after getting the box deeply gouged and dented.",0
Keyboard is soft and nice,0
"the quality is top notch and everything feels very ""Rich"" and like it was made with thought.",0
The laptop is extremely flimsy I was so afraid to bump it on anything so I bought a padded laptop sleeve and a padded backpack for it.,0
"Great build quality, battery life, cooling and performance for the price",0
A computer that utilizes AI-driven natural language processing to automatically respond to user requests,1
"The touchpad loses contact with finger very easily, so you're vigorously trying to get the pointer from A to B.",0
"The keyboard does feel sturdy though and the back lighting is really customizable as are the graphics, fans, and different profiles (battery/performance/etc.)",0
The laptop overall is relatively thin and feels lightweight.,0
Screen scratches easy if you are not careful,0
the fans get very loud when playing games.,0
"This is a well constructed machine, looks pretty, works fast enough for the use most people needs.",0
"light weight and has most of the connections u need, screen colors are good",0
Occasionally have issues getting the WiFi to connect.,0
the battery life is pathetic,0
"after a session of intense gaming, the Alienware logo button (on/off) can become exceedingly hot.",0
Battery life is an issue if you plan on playing it unplugged,0
I've run some simpler programs that were met with loud-ish cooling efforts,0
"there are some instabilities apparently Ryzen related which end on system-wide freezes, should be patched within some months.",0
The setup was actually pretty easy.,0
it's insanely light and very portable,0
"I received an RMA number, but was told it itll be 3-5 business days before they unbox it, and another 10-30 business days for in-house turn around time.",0
there are the usual ports you would expect to find.,0
"The way the replacement unit behaved, makes it a likely and very uncomfortable possibility.",0
The sound is on the weak side,0
The battery goes pretty quickly,0
the battery life isn’t that great,0
"This thin laptop complete with gold accents is perfect for carrying around, as I will be starting college soon.",0
I am very disappointed in the limitations that the Acer 3 has on connectivity.,0
I've tried to talk with Razer rep but they just seem to be buying time for my 30day replacement period to end,0
"It is very responsive, transforms from laptop to tablet quickly and easily, has a nice build quality, looks and feels good (including the keyboard).",0
"The screen quality - 144hz 1080p IPS is very bright, crisp and clear.",0
The pen feature is very responsive While she was writing and drawing.,0
Received a good QC product from Amazon.,0
Very convienient to have a physical Turbo Boost button,0
The resolution is awesome.,0
I like that there is a physical switch to turn off the internal camera.,0
"The boot-up is very quick, so you won't have to worry about it loading for a long-time when class starts.",0
I received the package last night in San Diego and after charge it for over 3hours and try to turn it on the screen was blank meanwhile the keyboard light was on,0
The packaging was very thorough and included a rather large microfiber cloth and ensured the laptop made it without any issues.,0
"the screen can't be laid back much, it only opens to certain degree which is not enough for my use",0
I kept essentially crashing the graphics due to the ptt key being control,0
I love the fact they removed the Windows key from the WASD side of the keyboard,0
The aesthetics are the best you're going to find on any high-end laptop.,0
It’s a lightweight (3.1 lbs.) for a 14-inch unit,0
"BCI technology aims to establish a direct connection between the human brain and computers, enabling seamless control and interaction without physical input devices. By integrating neurosensors and sophisticated algorithms, computers could interpret brain signals, allowing users to navigate interfaces, control applications, and communicate purely through their thoughts.",1
the design is beautiful (for a gaming computer of course). Its portable (for a gaming computer of course),0
Red backlit keys are a cool feature.,0
Has very low sensitivity so when you are trying to move the cursor over something small to click on,0
Updates and getting everything up to speed was lightening fast.,0
"The machine was great; it was quiet, it performed well, and it was light weight.",0
"This laptop has fantastic build, it feels more premium than what it costs",0
Everything is solid. I love the screen and LOVE the keyboard.,0
I don't love that it's centered on the machine,0
"It's lightweight, fast & the graphics are good quality.",0
the overall build quality was low.,0
I have had constant issues where this laptop crashes because it runs into problems.,0
the CPU drops dramatically when unplugged,0
The audio is the best I've encountered,0
pads for the screen and chassis when closing the laptop,0
I'm absolutely loving the touchpad and feel of the keys as I work,0
Screen looks great and works well,0
lack SD card reader and ports,0
"The battery is good for a performance laptop, the quality is great so far, and it's extremely convenient that it's so light.",0
They have the ABSOLUTE worst customer service.,0
"It's really thin, and without the compromise of no LAN or no camera.",0
It has the best processor you can practically get in a laptop right now and has plenty of ram to go with it!,0
it's been amazing and easy to use so far,0
I called tech support for ASUS and they could not help.,0
Thin and sleek without compromising on performance.,0
The price is definitely the selling point of this laptop along with the lightweight portability.,0
"a flexible or foldable display, allowing you to use your computer in different configurations or positions.",1
It is a super-dust magnet.,0
"It charges fast, the battery lasts more than 7 hours deppending on the use",0
"The Dragon Center is incredible, I'm able to monitor everything about my laptop",0
Great value buy for a student/professional that works alot and likes to game as well.,0
Very pleased with the performance of this laptop for the price.,0
battery life is really long to 11 hrs,0
the laptop creaks when I pick it up,0
My laptop came in with a broken mouse pad.,0
The exterior is nice and sleek,0
"Drawing inspiration from biological systems, computers with bio-inspired computing capabilities could emulate the efficiency and adaptability of natural processes. By incorporating principles such as neural networks, genetic algorithms, and swarm intelligence, these computers could solve complex optimization problems, simulate biological systems, and revolutionize fields like healthcare, logistics, and robotics.",1
Resolution looks good whether reading or launching a movie,0
The Dragon Center is a tool worth loving and I can't be more happier with my purchase,0
the space bar is sunken in on the right side and works only half the time when pressed with the left thumb while touch typing.,0
The windows recovery and setup screens are in RUSSIAN only!,0
the speakers are on the bottom of the keyboard but they get very loud.,0
"It has a great screen, comfortable keyboard, it is light, and best of all, it runs games really well.",0
It has beautiful color and contrast and really impressed me as soon as I turned the computer on.,0
"the case does creek a little bit, and the battery life is nothing to praise",0
Gs65 can handle most of them and provide smooth gaming experience.,0
Touchpad quit working within few days of getting the computer.,0
The model I purchased came with the GTX 1060 and can play most games on high,0
I asked them to replace it and they were going to take it away for 2 months while I was in school.,0
The trackpad has good sensitivity and response as well.,0
Charging is amazingly fast. It took less than an hour to get to 100% from when it arrived.,0
high frequency noise coming from the notebook when the CPU is under some load.,0
Computer gets very hot which causes loud fans,0
"The laptop feels very sturdy, but it is very lightweight.",0
Have been playing a lot of R6 on high graphics hitting 144fps easily with no screen tearing.,0
"The computer boots up instantly and has very little post-startup lag, making the fingerprint reader very nice to have as login time would be the time bottleneck in getting started otherwise.",0
Everything runs so well and the design is so sleek,0
"The mouse pad is absolute garbage, some parts it goes very deep into the frame if you press with a small degree of force, other areas of the pad resist the pressure.",0
"The keyboard is awesome and colorful, with yellow, orange, purple and blue keys.",0
eyboard feels good and the lights are fairly easy to configure,0
It is fast and the MSI dragon center is very easy and good for monitoring the cpu and gpu.,0
Finger-Print sign-in works great.,0
Runs a bit hot on the surface when gaming and the fans a bit load,0
The touchscreen is bright and beautiful with a full HD (1920 x 1080) LED backlit widescreen.,0
I like how light and well built the laptop is,0
The 144HZ frame rate is butter smooth and totally worth sacrificing a 4K display for.,0
I do hear very slightly coil whine from my 1070 laptop,0
I would have liked the external speakers to be louder,0
"It feels loose and hollow, therefore it is very noisy, even with the slightest touch",0
It has very crisp graphics,0
it's a really powerful gaming laptop with nice gaming LCD screen with very high refresh rate,0
Quite a bit of bloatware included,0
"But expect fatigue if you are trying to type reports, essays, articles, or a novel.",0
The sheer lightness of it makes me somewhat leery about potential damage,0
"Augmented Reality (AR) integration for immersive gaming, 3D modelling and other creative tasks",1
It runs at 1920x1080p resolution and is very color rich and detailed,0
A “transparency mode” that allows objects to be seen through the touch screen,1
I bought this laptop because it looks professional,0
The speed of this computer is fast enough for doing most job .,0
Surround sound DTS app in the Armoury Crate software using a headset/earbuds sounds fantastic.,0
"The speakers are located on the bottom underneath of the laptop so if its on your lap, they get muffled.",0
The startup sound is really unnecessary and annoying.,0
"No lagging, great network speed, responsive, just exactly what I need for both work and pleasure.",0
This is LIGHT as well.,0
An eye-tracking system that allows the customer to scroll and select items on the screen without having to use their hands,1
I realized this machine gets super hot when playing games,0
The CPU and GPU don't seem to get to hot and the fan noise is tolerable.,0
The screen has been sharp and bright,0
a thin and nice looking laptop with decent enough hardware to play most games with decent quality.,0
"unzipping large files (e.g. gzipped 4GB Linux isos, etc.) is extremely fast, and moving such files to and from a 3.1 USB pendrive is jaw-dropping to someone who remembers using 8MB USB 1.0 pendrives.",0
"Green LED lights along the edges, signaling when the storage slots are almost full",1
"Once it crashed and blue screened on me when I afk (I was doing nothing with it, literally nothing) with the above error code.",0
The laptop display is pretty nice and per key RGB is also a huge visual plus point.,0
This laptop plays Mass Effect on the highest settings without even kicking the fans up,0
Speakers are on the low end,0
it didn't seem that the speaker volume was as loud as I have heard on some laptops in the past,0
"I loved how powerful this laptop is and still keep the laptop small, compact and light",0
"the chassis and screen have minimal flex, appears to be sturdy",0
The screen is bright and the touchscreen responsive.,0
Love the back-lit keyboard in red,0
"When you ""click"" in the touchpad, it is like there is something loose inside that hits the plastic chassis mostly where you stand your wrist, causing an weird sensation.",0
Great laptop but no backlit key board as advertised,0
The RGB keyboard is a great touch,0
"It's only 1080p, but the refresh rate is 144Hz and it looks extremely smooth just doing regular things like browsing the web or watching videos.",0
The processor is an 8th generation intel i7 with 6 cores so it can accomplish any tasks needed,0
it is very easy to open up the case to do repairs or upgrades.,0
"The display is fantastic. Very vibrant colors, and 144hz makes it that much better.",0
I love the build quality and the computer packs a punch when it comes to gaming performance,0
The keyboard is also great for typing,0
It is nice to have the combination and features of a tablet and laptop.,0
The Acer Swift 5 Thin & Lightweight Laptop is a nice product,0
"I love the light weight and portability, the extra cores are nice for running visual studio, sql server, and IIS all at the same time with no degradation to performance.",0
it is backlit which is a very nice touch,0
the graphics card decided to disconnect itself from the computer.,0
The keyboard and display are great.,0
The screen is very crisp and so is the audio that comes from the speakers!,0
the touch screen is very convenient for me to switch it from a personal pc to a tablet.,0
The display is very good.,0
I believe that this PC should at least have 1440p resolution or higher for this price,0
the keyboard lights are nice,0
I was able to receive the codes after two days of receiving the machine.,0
the pen is a fantastic addition,0
Light and portable with an amazingly sharp display that makes my TV look bad.,0
"Games run smooth, it boots up fast and the colors on the screen are crisp.",0
A little heavier than I expected,0
I love the RGB keyboard,0
it's beautiful and it plays games well the keyboard has a kind of a shallow input but that can be getting used to,0
Fans keeping my system cool and hopefully primed for years of use,0
MSI chooses not to fine-polish the hard external plastic cover of the laptop so the micro scratches covering the entire laptop will collect every single dust particle and snack crumbs and other biologicals,0
the machine doesn't get exceptionally warm,0
motherboard it isn't an easy task for new or inexperienced owners,0
Quick in every task I throw at it,0
This machine could handle 4k renders in Maya while editing texture maps in Photoshop.,0
the area underneath the screen is severely bowed and warped,0
"the 14"" screen is installed in a 13"" chassis.",0
There were no setup or operating procedures in the box.,0
It really has fine metal finished chassis and I love the way it looks.,0
Trackpad isn’t the best feeling.,0
"I’m terms of fans, the laptop is the loudest I’ve heard",0
"It's very light for a 17 inch laptop, good for portability around the house.",0
"I consider myself a light gamer, playing simulation/ world building/management games like Cities Skylines, Tropico 5, Sims 4/3, Project Highrise & this computer takes everything you throw at it.",0
the keyboard is confusing,0
"The keyboard is excellent, the customization for fans allows for quieter game play when I'm doing light gaming",0
IT WONT TURN ON,0
Easy to carry to and from work and also has the power of a gaming desktop.,0
The battery life looks decent; it can easily last two full movies on battery or typing a document all day.,0
I wanted a laptop that could handle the smaller data processing jobs before transferring to a larger super computer.,0
This laptop is half the weight for about three times the power,0
The cam quality i felt was just ok.,0
s pen is awesome compared with my surface pen pro 6,0
Its sleek black and copper accents made it subtle but clean looking and while it has the power of a gaming laptop I can confidently bring this into meetings without looking like Im a washed out e-sports player with an alienware.,0
I hate to call computer customer service - they never give you a straight answer but they make you do one hundred unnecessary things.,0
Need for blockchain-based solutions to manage customer data more securely,1
the fans get pretty loud when playing high graphic games like Black Desert.,0
"Thermals are great and the hotkey to toggle between silent, balanced, and turbo is wonderful.",0
I liked that the mouse is big,0
After all was said and done I got the blue screen 3 times,0
"With Intel's new 6-core i7, performance is excellent",0
Laptop would crash in and out of games.,0
this was a breeze to set up,0
finger print reader is terrible,0
viewing angles are wide since its IPS and i couldn't detect any light bleeding on the edges,0
I understand that if I'm gaming or using a moderate amount of CPU that the battery life would be terrible,0
Bought for a friend,0
I am an Engineering student who uses very needy software and plays games often,0
"I like how the QWER keys are highlighted on the ""Hero"" edition unlinke the usual WASD.",0
My led keyboard has malfunctioned multiple times and the ROG gaming center is just all over the place.,0
The MSI customer service is extremely disinterested,0
it is fast,0
It is a beautiful computer and lighter than I thought it would be,0
"This laptop is the first generation of gaming laptops that has finally fulfilled the promise to achieve thin, light, high quality build, and high performance devices that won't grossly overheat.",0
The battery life for this is around 7 hours which is very far above average for gaming laptops,0
"Runs hot, sound is garbled from time to time, slow",0
"when they're ""idle"" there is an annoying whirring/clicking/humming coming from the right fan. It won't stop.",0
this laptop has pretty thin bezels,0
very light and easy to move around while being built well,0
I was really impressed at how thin and lightweight it is.,0
My games are loading in half the time and the weight and portability are amazing,0
Boot up speed is great,0
I had received the laptop delivery 3 days earlier than the estimated delivery date.,0
Maximum fans speed is a strong quality one so expect lot of noise when activated,0
VERY HARD TO OPEN AND START.,0
it only comes with 16gb single channel ram and cause of that fps in manu games are lower than expected around (10-20 fps) low,0
"The design truly helps with cooling, I have experienced little to no thermal throttling even on the most demanding tasks.",0
The fans will get quite loud during gaming,0
"Super fast Wifi, super smooth for Total War games.",0
"If it is foldable and can be put in my pocket, that would be even better but the functions and performance cannot be sacrificed.",1
"I think its a pretty good idea to keep the camera separate from the laptop, it allows for a high quality camera and audio.",0
Display has a full fledged option suite to adjust,0
I received the laptop very quickly. three business days to Peru,0
The black and gold really looks fantastic and the LED options really shine.,0
"When you are customizing the light of each keys, some of the keys are emitting not enough bright lights as other keys",0
It has a nice subtle backlight. Lots of ports. A great computer for multitasking.,0
run finger on the edges especially near the track pad it has flex and makes a clicking sound.,0
Bought this laptop for gaming and video editing and it runs both like a champ,0
"Cooling has been terrific, I'm running a -128 undervolt on cache and core and keeping a very staple 3.9ghz on all cores pegging out at mid 80c on cpu.",0
The worst parts about this laptop is how fragile this is,0
can be charged by the supplied round plug-in charger or a 45 watt USB-C charger which is phenomenal since you can then carry one charger for the laptop and your phone,0
The days i have the laptop I have used it in order to decide if I bought another one for my other child.,0
I received numerous discolored vertical lines in a two inch slice of the screen,0
the battery is incredible. lasts a VERY VERY long time,0
"The refresh rate is superb, and the HD graphics are wonderful.",0
"The display on this laptop is excellent. 1080p is plenty for a 15"" laptop, and the bezels are almost imperceptible in regular use.",0
"this has been an amazing laptop in a small footprint for a 17"" monitor/Laptop.",0
Battery is suck !!!,0
"Super fast, good graphics, good battery life, really like the keyboard and fingerprint sensor.",0
The quality of picture is clear and precise,0
Interactive tutorials - step-by-step tutorials that can be completed on the touch screen to simplify the product’s learning curve,1
"Frequently ""hover-clicks"" when just passing over links even quickly.",0
"You even have a key to change the fan speed to be silent, moderate or over-boost which I find awesome when playing games.",0
it turns out that the F10 key is defected right out of the box.,0
The specs and potability are fantastic.,0
"The computer looks pretty but while the keyboard does light up, the space bar does not.",0
"The Zenbook is slim and light, making it easy to use away from home I often use it to take meeting notes",0
My customer service experience soely with Razer was terrible.,0
"This is a very solid laptop, designed to be a thin and light laptop for gaming.",0
Is for my son who.is doing gaming and using it for his media class projects,0
It looks professional while maintaining a sleek design,0
"the speakers don't work. It's barely audible 95% of the time, with spikes of regular-volume 5%.",0
"I like the backlit keyboard, I like how lightweight the laptop is for the size of it.",0
Battery life is excellent.,0
The keyboard has a wee bit of 'give',0
all the bloatware installed which took me a month to work through and remove,0
"Smartphone and tablet compatibility, so users can access the device from their mobile devices",1
The keyboard is actually very solid in terms of the feel of a key press,0
The packaging was very professional and neat.,0
"while typing if you position the laptop at an angle to your arms, the sharp edges could cause discomfort to your wrists after long usage.",0
"a customizable body color or design, allowing you to choose the color and style that best suits your personal preferences, without overspending.",1
Battery life/portable mode is only ok.,0
the main CPU fan will fail,0
The touchpad is out of this world amazing.,0
This laptop will overheat while playing World of Warcraft.,0
Self-healing surface to reduce the damage from light scratches,1
The large glass trackpad is a joy to use.,0
"The only downside is the metal for the keyboard it's kinda clunky and cheap, I feel sometimes will break",0
The 1080 Max-Q its really powerful and the configuration of the 32gb of RAM is really great for gaming.,0
"this laptop is awesome, the weight and power and look is outstanding!",0
I was using it for 3 month mostly for work (matlab and 3D rendering).,0
"the Enter, Windows, and Function keys only work about 10% of the time",0
its so light and compact i can take it anywhere with no hassle at all.,0
the fingerprint reader is weak,0
If you need this computer to last you a few years then keep it cool!,0
the CPU kept thermal throttling while playing games,0
I've had my Razer blade for four months the power supply has died and the battery is bloating,0
it has a beautiful black shell/casing that looks amazing,0
Its super thin and easy to take along on trips to keep your high end gaming close by,0
it has a pretty minimal battery life,0
There are stains on the keyboard that is fused into the plastic.,0
"When I playing game, this laptop provide a beautiful display and good sound quality to me to enjoy",0
I am able to easily move around my house and game from mostly anywhere,0
"The touch mouse pad is decent, although it tends to do something other than what I intended it to do.",0
Works better\faster than expected,0
mouse pad trying to right click is a total pain. Almost every time it registered as a left click instead.,0
The battery is NOT replaceable,0
One of the speaker has blown and made this horrible buzz.,0
Speakers lack substantial volume.,0
"the ENVY looks quietly impressive with its all metal case, backlit keyboard and bezel-less screen",0
The build and design quality are exceptional,0
I received the laptop bag in very short time and it is a great addition for the laptop.,0
The notebook is very light-weight for everything it delivers.,0
"Visually, the laptop is appealing with the classic Alienware design and illuminated heads adorning a slate gray lid (with no latch).",0
Under load it gets pretty loud you will be able to hear it across the living room.,0
The font on the keyboard is also not the most aesthetically pleasing thing in the world.,0
"From my point of view, hacking and stealing will continue with the biometric security system",0
The keyboard is kind of cramped and overall it's just very compact.,0
Interesting keyboard lighting options and sufficient hardware to run the games I like.,0
"The design is incredible and very, very sturdy. Very beautiful!",0
"Unboxing and setup were mostly clean, and the system was largely free of bloatware.",0
"The strengths are it is powerful sleek, stylish but affordable, and the most valuable strength is the support system from MSI.",0
Battery life is awful,0
Out of the box all CPU cores was hitting 99 Degrees,0
"Computers should support wireless charging for peripherals and mobile devices, eliminating the need for cables and providing convenient power transfer.",1
THE CONNECTIVITY OPTIONS ARE SERIOUSLY LACKING!.,0
I am old fashioned and like typing with a number pad way better than using the upper keys on a keyboard.,0
a built-in subwoofer that enhances the bass response and adds depth and impact to the audio.,1
"the battery simply not working properly, to missing nearly all the required video drivers and windows updates",0
The keyboard is comfortable,0
"After playing around with it some, I've noticed how smoothly everything runs, and the screen just looks amazing.",0
"It's a great keyboard, great design, great performance.",0
The mouse is sometimes a bit finicky especially with games,0
The low bezel screen looks gorgeous and feels solid.,0
they give you an Amazon gift card for the cost of the laptop,0
it is well made and its so nice having 17 inch screen on a thin and lite.,0
it doesn't support thunderbolt 3.,0
The machine will get hot and loud,0
"Keyboard key location feel a bit off, need some time to get used to",0
this laptop that its actually thin and easy-moving,0
Wish it had more memory and a card reader,0
"the laptop got painfully hot, and worst of all the lag.",0
"I can still hear the error sound when I type but there is no display, seems like a small bug.",0
Loving the 17inch screen while still being a suuuuper slim but powerful machine!,0
I like how the design doesn't scream gaming laptop,0
the keyboard deck is flimsy and cheap,0
"It includes so many desirable features, including a wonderful back lit keyboard.",0
I had to send the computer in to ASUS and they had to replace the harddrive. They did not update the warranty from time of repair.,0
"Screen looks good, touch-pad nice, a full size laptop at this price",0
I like that you can customize the keyboard lighting so that you can distinguish the sound control keys from the volume control keys,0
if you're looking for a high standard of quality and portability then this laptop is the way to go!,0
ottom is easily removable and all major components can be easily reached.,0
The aluminum has production defective marks when viewed at certain angles.,0
bluetooth and wifi just don't work and the screen freezes until it gets back to a working temp.,0
"Computers should seamlessly integrate with smart home devices, allowing users to control and monitor their connected appliances, lights, and security systems directly from their computers.",1
One last positive is that the fans are not too loud when running.,0
I have had some issues with the software it brings (multiple reset requests when updating).,0
"The XIDU MAX provides 5 -6 hours of convenient battery power, good for the road traveler who doesn't always have an available connection.",0
it has all the specs mentioned in the description and with a lot of function keys that make gaming a lot more enjoyable.,0
"A customizable joystick space bar, allowing for users to customize their movement and actions",1
Heat becomes a problem very quickly when running a demanding game.,0
"Great laptop, high performance for workstation and graphics tasks.",0
The design is sleek and pleasing,0
a small scuff found on the top corner,0
"It feels like a sturdy build, and I really like the thin screen bezels.",0
Very nice little laptop for a very good price.,0
it will likely take you several hours of downloading updates before you can start playing with your new toy,0
Had a little difficulty updating to windows 10 pro because it didn't want to boot from the usb device I created with the windows utility,0
I want side panels to be removable so I can access the internal components of my gaming computer,1
Automated file syncing: Offer customers the ability to keep their files in sync across multiple devices by automatically syncing new data to all devices in the same network,1
"we were pleased with the aesthetics, the screen display was attractive",0
Unit is fast and responsive.,0
"It brought me close many times to visual climax, the stunning quality of the graphics.",0
"Nice size touch pad with ""real"" buttons and no extra function keys",0
A subscription-based computer that regularly upgrades to the latest hardware version,1
But I'll be lucky to get half battery life just browsing the web.,0
"it stopped charging, to make matters worse the charger got stuck in the charging port and broke off.",0
This is blazingly fast,0
It feels super smooth while using most software for video editing and graphic design.,0
"Computers with holographic display technology, can enable the projection of 3D holograms that can be interacted with in real time. This advancement would revolutionize fields such as design, gaming, medical imaging, and education.",1
"the motherboard is flipped upside-down, making upgrading very hard",0
It would have been ergonomically nice to have had the flexibility to plug in either the Left or Right side for charging.,0
I love that you can control the fan on this computer.,0
"Received the order in a timely manner, the packaging for the product looked elegant and well-thought out",0
Thin and light!! Amazing power for the portability.,0
"The keyboard, is great, it feels nice, and the lighting is great.",0
"It even has a large amount of ports available, including a Thunderbolt 3 and MiniDP+HDMI.",0
Customer service was great,0
I need a laptop sleek enough to carry to the office and power enough to enjoy some games.,0
the audio on my unit where it was cracking and having interference.,0
I use for work and play,0
"For realistic use, I'm stuck on 2.4GHz when I need to use Wifi.",0
It wont recognize a 1tb m.2 drive at all.,0
"The screen was noticeably bright, as were the keyboard lights",0
The keyboard is generously sized and the keys have a nice solid feel,0
MSI makes it easy to keep the machine's drivers updated.,0
it is lightweight and versatile.,0
It has a nice WIFI that seems to have a good antennae for the most part,0
"It features a beautiful touchscreen display, a good trackpad, an SD card reader, and a keyboard that feels pretty similar to older MacBooks.",0
it is light weight,0
Its less than a quarter thick and can play most games on ultra settings.,0
It comes loaded with some bloatware,0
the keyboard gets a bit uncomfortable to the touch,0
GPU is dead and not being recognized a month after purchase.,0
When gaming CPU would reach +100°C and the game would hit one digit FPS for few seconds.,0
it’s super sleek and clean,0
This laptop is super portable and priced well,0
the Razer chroma lighting is awesome,0
"When the computer was first received, it would not stay connected to the internet.",0
"plastic is the bezel around the front of the screen which is fine as you don't want that kind of rigidity it can cause ""backlight bleed""",0
All of the fan and RGB settings are pretty easy to understand and configure at the basic level which is nice for people who don't have a good grasp on these things.,0
A light machine for its size 17 and excellent value after experience .,0
here's slight foam padding around the bezel to prevent slamming shut when closing the lid. Closes with a soft thump.,0
"While gaming, my machine's CPU averaged 90 degrees Celsius which is way too hot in my opinion.",0
"the voice options nice as users can select speed, intonation and other features",0
The laptop turned off during the first time setup and I had to use the recovery mode to fix it.,0
I do wish it had a little more internal storage,0
This is the lightest-weight laptop I have ever used at about 2 pounds.,0
"Bloatware sky-high! I counted 15 unnecessary ASUS apps (not including Windows bloatware, and not including ASUS Crate which is valuable).",0
"the fan will constantly make this rattling sound that isn't drowned out by earbuds, headphones, or even noise cancelling headphones.",0
Windows key broke within the first week!,0
"So I got this laptop because I love MSI, and I really wanted a laptop that would last me more than a year (I have really bad luck with computers)",0
the fan is running at 100% speed even on silent mode.,0
The touchscreen is bit slow sometime,0
The laptop has a high-end processor and dedicated graphics,0
I simply couldn’t get past how LOUD the fans are,0
It can also run R6 Siege at +70fps on High settings so that is great.,0
"I didn't want anything bulky or screaming ""Gaming Laptop"" as I do other things than just gaming like Video Editing, Photo Editing, web design, Virtualization, etc. as my wife calls it, ""Nerd Stuffs"".",0
Build quality is mediocre.,0
"AI will support all Adobe software, which will allow up to a 30 percent boost in performance while editing in apps like Adobe Premiere",0
"The combination of the powerful processor and fast, plentiful memory makes this machine perfect for a power user like me.",0
Only offering a 512 GB M.2 drive option,0
"It doesn't get overly hot or loud, even playing games.",0
A computer with a cellular connection for working on the go,1
The thin bezel is likewise less impressive in person,0
VERY hot while gaming! You'll need a lap pad for anything longer than 30 minutes,0
"Fast multitasking, it runs games well.",0
the laptop stays a little warm,0
"Talked to MSI customer support, they told me to flash the bios. Did that. Same problems persist.",0
fps drops randomly when playing league,0
"Transfer speed is great and makes backing things up less of a ""I'll do it some other time"" feeling.",0
the font of the keyboard is wierd and gamer like but a normal person can hardly tell what the letters are the font is so far off normal,0
it constantly rain into black screen problems,0
I really like the keyboard and the track pad.,0
the backlighting switched from my preset to just plain white background,0
screen size is just perfect not too big not too small.,0
"After 45 minutes of gaming this thing gets soo hot, hot, hot. It was burning my fingers.",0
There is no fingerprint reader on this device,0
The speed of this computer is fantastic,0
I love that it can handle any graphically intense game with ultra high graphics,0
it was the larger than typical touch pad.,0
the fans work great at dispersing heat and the where the vents are on the back rather the below or on the side are advantageous to the cooling system and I never ran into heating problems.,0
The frame around is very thin and low profile.,0
will not see 5 ghz networks unless I use an alternate plug in wifi adapter,0
"Playing games, the graphics processor pretty much screams.",0
the laptop is a great combination of light weight and performance,0
I was searching for a laptop that would meet my needs for gaming and have the battery life to take on the go to do school work,0
It arrived ok but there were signs of previous usage on the computer.,0
I absolutely love the ability to swap it around to type/work on a paper then switch to tablet mode while readin,0
"It really hits a perfect balance of power, size, and battery life.",0
the speakers started making muffled sounds and static,0
The right angle power adapter cables (on both sides) always seem to get in the way and often yank the laptop dangerously,0
You get fingerprints all over this computer.,0
The box this one comes in makes it look like a present.,0
the amount of ports on it is perfect,0
It makes productivity apps like Excel and Onenote run without a flicker of disturbance and will run every game I have on high settings,0
The keyboard felt good to type on.,0
It's really quick and powerful and runs any game I've played flawlessly.,0
"With the 13"" screen, the pixel density is great and makes 1080p video look great.",0
W10 is clunky with the mode shift.,0
Boots up / shuts down quickly.,0
A lot of flashy annoying stickers on the chassis,0
"Booting it up and logging in is very quick, even after installing all of my usual software",0
The screen lacked contrast and had glare.,0
You cannot charge it from its USB-C port,0
The wifi is absolute garbage.,0
the fans are quite noticeable when it's not idling.,0
"For a gaming laptop, it feels more solid than most laptops I've worked on.",0
The look is sleek and the lines are crisp,0
"Excellent keyboard and trackpad, some of the best I've used on a laptop. I love the crisp feeling of the keys",0
"The computer is also heavier than my old computer which is weird because according to what is on here, it should be lighter.",0
A gaming laptop with integrated haptic feedback technology for improved gaming performance,1
I can multi-task and have tons of applications open with no real noticeable slow down in performance.,0
It's very fast and reliable,0
Acer has good build quality and a solid feel,0
The RGB keyboard is great,0
"I bought this laptop as a student who wanted a powerful gaming machine for on the go during train commutes, but also something sleek and clean for classroom work.",0
Some preinstalled software is all right,0
